,target,sex,race,age_cat,priors_count,c_charge_degree
564,0,0.0,0.0,Greater than 45,0,M
565,0,1.0,0.0,25 to 45,0,M
566,1,1.0,1.0,25 to 45,More than 3,F
567,0,0.0,0.0,25 to 45,1 to 3,F
568,1,0.0,1.0,Greater than 45,More than 3,F
569,1,0.0,0.0,25 to 45,More than 3,F
570,1,0.0,0.0,25 to 45,More than 3,F
571,1,0.0,0.0,25 to 45,More than 3,M
572,0,1.0,0.0,25 to 45,More than 3,F
573,1,0.0,0.0,Greater than 45,More than 3,M
574,0,0.0,0.0,Greater than 45,More than 3,F
575,0,1.0,1.0,25 to 45,1 to 3,M
576,1,0.0,0.0,Less than 25,1 to 3,F
577,0,1.0,1.0,25 to 45,0,F
578,1,0.0,1.0,25 to 45,1 to 3,F
579,1,0.0,0.0,25 to 45,More than 3,M
580,1,0.0,0.0,25 to 45,More than 3,F
581,1,1.0,0.0,25 to 45,1 to 3,F
582,1,1.0,1.0,Greater than 45,1 to 3,F
583,1,0.0,1.0,25 to 45,More than 3,F
584,0,0.0,0.0,25 to 45,1 to 3,M
585,1,0.0,0.0,25 to 45,0,M
586,1,0.0,0.0,25 to 45,1 to 3,F
587,0,0.0,0.0,Greater than 45,1 to 3,F
588,1,0.0,1.0,25 to 45,More than 3,F
589,0,0.0,0.0,25 to 45,1 to 3,F
590,1,0.0,0.0,25 to 45,1 to 3,M
591,0,1.0,1.0,25 to 45,0,M
592,0,0.0,1.0,25 to 45,More than 3,M
593,0,0.0,1.0,Less than 25,1 to 3,F
594,1,0.0,0.0,25 to 45,More than 3,F
595,0,0.0,1.0,25 to 45,1 to 3,F
596,1,0.0,1.0,Greater than 45,1 to 3,M
597,0,0.0,1.0,Greater than 45,0,M
598,1,1.0,1.0,Less than 25,1 to 3,F
599,1,0.0,1.0,25 to 45,More than 3,F
600,0,0.0,1.0,25 to 45,1 to 3,F
601,0,0.0,0.0,25 to 45,More than 3,F
602,1,0.0,0.0,25 to 45,0,M
603,1,0.0,0.0,25 to 45,1 to 3,M
604,1,0.0,0.0,25 to 45,1 to 3,M
605,1,0.0,1.0,Less than 25,1 to 3,M
606,0,1.0,1.0,25 to 45,0,M
607,0,0.0,1.0,Greater than 45,1 to 3,F
608,1,0.0,0.0,25 to 45,More than 3,M
609,1,0.0,0.0,Greater than 45,More than 3,M
610,1,0.0,0.0,Less than 25,1 to 3,F
611,1,0.0,0.0,Greater than 45,More than 3,M
612,1,1.0,1.0,25 to 45,1 to 3,F
613,0,0.0,1.0,25 to 45,1 to 3,F
614,0,1.0,0.0,25 to 45,More than 3,M
615,0,1.0,1.0,Greater than 45,0,M
616,1,0.0,0.0,25 to 45,0,F
617,0,0.0,1.0,Greater than 45,1 to 3,F
618,0,0.0,1.0,25 to 45,1 to 3,M
619,1,0.0,0.0,25 to 45,1 to 3,M
620,0,0.0,1.0,Greater than 45,More than 3,F
621,1,0.0,0.0,Less than 25,1 to 3,F
622,1,0.0,0.0,25 to 45,0,F
623,1,0.0,0.0,Less than 25,1 to 3,M
624,0,1.0,0.0,Less than 25,0,F
625,0,0.0,1.0,Greater than 45,1 to 3,F
626,0,0.0,0.0,25 to 45,1 to 3,M
627,0,0.0,1.0,Greater than 45,1 to 3,F
628,1,1.0,1.0,Less than 25,1 to 3,M
629,0,0.0,1.0,25 to 45,1 to 3,F
630,0,1.0,0.0,25 to 45,0,M
631,1,0.0,0.0,Less than 25,1 to 3,M
632,1,0.0,0.0,25 to 45,More than 3,M
633,0,0.0,1.0,25 to 45,0,M
634,1,0.0,0.0,25 to 45,1 to 3,M
635,0,0.0,1.0,25 to 45,0,M
636,1,0.0,0.0,25 to 45,More than 3,F
637,1,1.0,0.0,25 to 45,More than 3,F
638,1,0.0,0.0,25 to 45,More than 3,F
639,1,0.0,0.0,25 to 45,More than 3,M
640,0,1.0,0.0,25 to 45,1 to 3,F
641,0,0.0,0.0,25 to 45,More than 3,F
642,0,0.0,1.0,25 to 45,1 to 3,F
643,0,0.0,1.0,25 to 45,1 to 3,F
644,1,0.0,0.0,Greater than 45,1 to 3,F
645,0,1.0,1.0,Greater than 45,1 to 3,F
646,1,0.0,0.0,25 to 45,More than 3,F
647,1,1.0,1.0,25 to 45,1 to 3,F
648,1,1.0,1.0,Greater than 45,0,F
649,0,0.0,0.0,25 to 45,0,F
650,0,0.0,0.0,Greater than 45,1 to 3,F
651,1,0.0,1.0,25 to 45,0,M
652,0,0.0,0.0,Less than 25,1 to 3,F
653,1,0.0,0.0,25 to 45,1 to 3,F
654,0,0.0,1.0,25 to 45,1 to 3,M
655,0,1.0,0.0,Greater than 45,0,F
656,0,0.0,1.0,25 to 45,More than 3,M
657,1,0.0,1.0,Less than 25,0,F
658,0,0.0,0.0,25 to 45,More than 3,M
659,1,1.0,1.0,Greater than 45,More than 3,F
660,1,0.0,0.0,Less than 25,0,M
661,0,1.0,1.0,25 to 45,1 to 3,F
662,0,0.0,0.0,Greater than 45,More than 3,F
663,1,0.0,0.0,25 to 45,More than 3,F
664,1,0.0,1.0,Less than 25,0,F
665,0,0.0,0.0,25 to 45,0,F
666,0,0.0,1.0,Greater than 45,1 to 3,M
667,1,0.0,0.0,Less than 25,1 to 3,M
668,0,0.0,1.0,25 to 45,0,M
669,0,0.0,0.0,Greater than 45,0,F
670,1,1.0,1.0,25 to 45,1 to 3,F
671,0,0.0,0.0,Less than 25,0,F
672,1,0.0,0.0,25 to 45,More than 3,F
673,1,0.0,0.0,25 to 45,More than 3,M
674,0,0.0,1.0,Greater than 45,More than 3,M
675,1,1.0,1.0,Greater than 45,More than 3,M
676,1,1.0,0.0,25 to 45,1 to 3,F
677,0,0.0,0.0,Less than 25,0,F
678,0,1.0,0.0,25 to 45,0,M
679,1,0.0,0.0,25 to 45,More than 3,F
680,1,0.0,1.0,Less than 25,More than 3,F
681,0,0.0,1.0,25 to 45,1 to 3,F
682,1,0.0,0.0,25 to 45,1 to 3,F
683,1,0.0,1.0,Greater than 45,More than 3,M
684,0,0.0,0.0,25 to 45,1 to 3,M
685,1,0.0,1.0,Less than 25,0,F
686,1,0.0,0.0,25 to 45,More than 3,F
687,0,1.0,1.0,25 to 45,1 to 3,M
688,0,0.0,0.0,Greater than 45,0,M
689,1,0.0,0.0,Less than 25,1 to 3,F
690,0,0.0,0.0,Greater than 45,0,M
691,0,0.0,0.0,25 to 45,0,F
692,0,1.0,0.0,Less than 25,More than 3,M
693,1,0.0,0.0,Less than 25,1 to 3,M
694,0,1.0,1.0,Greater than 45,1 to 3,F
695,1,0.0,1.0,25 to 45,0,F
696,0,0.0,0.0,Greater than 45,1 to 3,F
697,0,0.0,1.0,25 to 45,0,F
698,1,0.0,0.0,25 to 45,More than 3,F
699,1,0.0,0.0,Greater than 45,More than 3,M
700,1,0.0,0.0,Greater than 45,More than 3,F
701,1,0.0,1.0,Less than 25,0,F
702,0,1.0,0.0,Greater than 45,1 to 3,F
703,1,0.0,0.0,25 to 45,More than 3,F
704,0,0.0,1.0,25 to 45,1 to 3,M
705,1,0.0,1.0,Greater than 45,1 to 3,M
706,1,1.0,0.0,Less than 25,0,F
707,0,0.0,1.0,Greater than 45,0,F
708,0,0.0,1.0,Greater than 45,0,F
709,1,0.0,0.0,25 to 45,1 to 3,F
710,1,0.0,1.0,Greater than 45,More than 3,F
711,1,0.0,1.0,25 to 45,1 to 3,F
712,0,0.0,0.0,25 to 45,1 to 3,F
713,1,0.0,0.0,Greater than 45,More than 3,F
714,1,0.0,1.0,25 to 45,1 to 3,F
715,0,1.0,1.0,Greater than 45,0,M
716,0,1.0,1.0,Greater than 45,1 to 3,M
717,1,0.0,1.0,25 to 45,More than 3,F
718,0,0.0,0.0,Greater than 45,1 to 3,F
719,0,1.0,0.0,25 to 45,1 to 3,M
720,1,0.0,0.0,Less than 25,0,M
721,0,0.0,1.0,25 to 45,0,M
722,1,0.0,0.0,25 to 45,More than 3,F
723,1,0.0,1.0,Less than 25,0,F
724,0,1.0,1.0,25 to 45,0,F
725,1,0.0,1.0,25 to 45,0,M
726,0,0.0,1.0,25 to 45,1 to 3,M
727,1,0.0,0.0,Greater than 45,More than 3,F
728,1,0.0,0.0,25 to 45,More than 3,M
729,1,0.0,0.0,25 to 45,More than 3,F
730,1,0.0,1.0,25 to 45,More than 3,F
731,0,0.0,0.0,Less than 25,1 to 3,F
732,1,0.0,0.0,Less than 25,1 to 3,F
733,0,0.0,1.0,25 to 45,0,M
734,0,0.0,1.0,25 to 45,0,F
735,1,0.0,0.0,Greater than 45,1 to 3,F
736,0,1.0,0.0,25 to 45,0,M
737,1,0.0,1.0,25 to 45,0,F
738,0,0.0,0.0,Greater than 45,0,M
739,0,0.0,0.0,Less than 25,0,M
740,0,0.0,1.0,25 to 45,0,F
741,0,0.0,0.0,25 to 45,0,M
742,1,0.0,0.0,25 to 45,More than 3,M
743,1,0.0,1.0,25 to 45,0,M
744,0,0.0,0.0,Greater than 45,More than 3,M
745,1,0.0,0.0,Less than 25,More than 3,F
746,1,0.0,0.0,25 to 45,More than 3,F
747,0,0.0,0.0,25 to 45,More than 3,F
748,0,0.0,0.0,25 to 45,More than 3,F
749,0,0.0,0.0,25 to 45,0,F
750,0,1.0,0.0,25 to 45,0,F
751,0,1.0,0.0,Less than 25,0,M
752,1,0.0,0.0,25 to 45,More than 3,F
753,1,0.0,1.0,25 to 45,More than 3,M
754,1,1.0,1.0,Greater than 45,0,F
755,0,0.0,1.0,Less than 25,0,F
756,0,0.0,1.0,Greater than 45,0,F
757,0,0.0,0.0,25 to 45,More than 3,F
758,1,0.0,0.0,25 to 45,More than 3,F
759,0,1.0,1.0,Less than 25,1 to 3,F
760,0,0.0,0.0,25 to 45,More than 3,M
761,0,0.0,1.0,25 to 45,1 to 3,M
762,0,1.0,0.0,25 to 45,More than 3,F
763,1,0.0,0.0,25 to 45,1 to 3,F
764,0,1.0,1.0,25 to 45,0,F
765,1,0.0,0.0,25 to 45,More than 3,M
766,0,0.0,1.0,Greater than 45,1 to 3,F
767,1,0.0,0.0,Less than 25,0,F
768,0,0.0,0.0,25 to 45,More than 3,F
769,0,1.0,1.0,Greater than 45,More than 3,F
770,0,1.0,0.0,25 to 45,1 to 3,F
771,0,0.0,0.0,25 to 45,0,M
772,0,1.0,0.0,25 to 45,0,F
773,0,0.0,0.0,25 to 45,1 to 3,F
774,0,0.0,1.0,Less than 25,1 to 3,F
775,0,0.0,0.0,Less than 25,0,F
776,0,0.0,0.0,Greater than 45,More than 3,F
777,0,0.0,1.0,25 to 45,0,M
778,1,1.0,0.0,25 to 45,0,M
779,0,1.0,0.0,Greater than 45,More than 3,F
780,0,1.0,0.0,Greater than 45,More than 3,F
781,1,0.0,0.0,Less than 25,1 to 3,F
782,1,0.0,1.0,25 to 45,0,F
783,1,0.0,1.0,Greater than 45,More than 3,F
784,1,1.0,1.0,25 to 45,1 to 3,F
785,1,0.0,1.0,25 to 45,1 to 3,F
786,0,0.0,1.0,Less than 25,1 to 3,F
787,1,0.0,0.0,25 to 45,More than 3,F
788,0,1.0,0.0,Less than 25,0,F
789,0,1.0,0.0,25 to 45,0,M
790,0,0.0,0.0,Greater than 45,More than 3,M
791,0,0.0,0.0,25 to 45,0,M
792,1,1.0,0.0,25 to 45,1 to 3,F
793,1,0.0,1.0,25 to 45,More than 3,F
794,1,0.0,1.0,25 to 45,1 to 3,F
795,0,0.0,1.0,25 to 45,1 to 3,F
796,1,1.0,0.0,25 to 45,More than 3,F
797,1,0.0,1.0,25 to 45,0,M
798,1,0.0,0.0,25 to 45,1 to 3,M
799,0,0.0,0.0,25 to 45,0,M
800,0,0.0,1.0,Greater than 45,0,F
801,1,0.0,0.0,Less than 25,0,F
802,1,0.0,0.0,25 to 45,1 to 3,F
803,1,0.0,0.0,Less than 25,1 to 3,F
804,0,0.0,1.0,Greater than 45,1 to 3,F
805,0,0.0,1.0,25 to 45,1 to 3,M
806,1,0.0,0.0,Less than 25,1 to 3,M
807,1,1.0,0.0,25 to 45,1 to 3,M
808,0,0.0,1.0,Greater than 45,0,F
809,0,0.0,1.0,Less than 25,1 to 3,F
810,1,0.0,0.0,Less than 25,1 to 3,F
811,1,0.0,0.0,Less than 25,1 to 3,F
812,1,1.0,0.0,25 to 45,1 to 3,F
813,0,1.0,0.0,25 to 45,0,F
814,0,0.0,0.0,25 to 45,0,M
815,1,0.0,1.0,25 to 45,1 to 3,F
816,0,0.0,1.0,25 to 45,More than 3,M
817,1,0.0,1.0,Less than 25,0,M
818,0,0.0,1.0,Greater than 45,0,M
819,1,0.0,0.0,25 to 45,0,M
820,0,0.0,1.0,25 to 45,More than 3,F
821,1,0.0,1.0,Less than 25,1 to 3,M
822,1,0.0,0.0,25 to 45,1 to 3,F
823,0,0.0,1.0,25 to 45,More than 3,F
824,1,0.0,0.0,Less than 25,1 to 3,F
825,0,0.0,0.0,25 to 45,1 to 3,F
826,0,0.0,1.0,Greater than 45,0,M
827,1,0.0,0.0,Less than 25,0,F
828,1,0.0,0.0,Greater than 45,More than 3,M
829,0,0.0,0.0,25 to 45,0,M
830,1,0.0,1.0,25 to 45,More than 3,F
831,1,0.0,0.0,Less than 25,1 to 3,F
832,0,0.0,0.0,Less than 25,1 to 3,F
833,0,0.0,1.0,25 to 45,0,F
834,1,0.0,0.0,25 to 45,More than 3,M
835,0,0.0,1.0,25 to 45,More than 3,M
836,0,1.0,0.0,25 to 45,1 to 3,F
837,0,0.0,0.0,Less than 25,0,F
838,1,0.0,0.0,Greater than 45,More than 3,F
839,1,0.0,0.0,25 to 45,0,M
840,1,0.0,0.0,Greater than 45,More than 3,F
841,1,0.0,0.0,25 to 45,1 to 3,F
842,1,0.0,0.0,Less than 25,0,F
843,0,0.0,0.0,Greater than 45,0,M
844,0,0.0,1.0,25 to 45,1 to 3,M
845,0,1.0,1.0,25 to 45,0,M
846,1,1.0,0.0,25 to 45,0,M
847,0,1.0,1.0,Less than 25,1 to 3,F
848,1,1.0,1.0,25 to 45,More than 3,F
849,1,0.0,0.0,Greater than 45,1 to 3,F
850,1,0.0,1.0,25 to 45,More than 3,F
851,0,0.0,0.0,Greater than 45,1 to 3,M
852,1,0.0,0.0,25 to 45,More than 3,M
853,1,1.0,0.0,25 to 45,More than 3,M
854,1,0.0,1.0,Greater than 45,1 to 3,F
855,1,0.0,0.0,25 to 45,More than 3,M
856,0,0.0,1.0,25 to 45,0,F
857,0,0.0,1.0,25 to 45,0,M
858,0,0.0,1.0,Greater than 45,More than 3,F
859,1,1.0,1.0,25 to 45,1 to 3,F
860,1,0.0,1.0,25 to 45,0,M
861,1,0.0,0.0,Less than 25,0,F
862,0,0.0,0.0,25 to 45,1 to 3,M
863,1,0.0,1.0,25 to 45,0,F
864,1,0.0,0.0,Less than 25,1 to 3,F
865,1,1.0,1.0,25 to 45,0,F
866,0,0.0,0.0,25 to 45,1 to 3,M
867,0,1.0,1.0,Greater than 45,0,M
868,1,1.0,1.0,25 to 45,0,F
869,0,0.0,0.0,25 to 45,0,F
870,1,0.0,0.0,25 to 45,More than 3,F
871,1,0.0,0.0,Less than 25,More than 3,M
872,0,0.0,0.0,25 to 45,0,M
873,0,1.0,1.0,Less than 25,1 to 3,F
874,0,0.0,0.0,25 to 45,0,F
875,1,0.0,0.0,25 to 45,More than 3,F
876,0,0.0,1.0,25 to 45,1 to 3,F
877,1,0.0,1.0,25 to 45,More than 3,F
878,0,0.0,0.0,Greater than 45,More than 3,F
879,0,0.0,0.0,25 to 45,More than 3,F
880,0,0.0,1.0,25 to 45,0,M
881,0,0.0,1.0,Greater than 45,0,M
882,1,0.0,1.0,25 to 45,0,M
883,0,0.0,0.0,Greater than 45,1 to 3,M
884,0,0.0,1.0,Greater than 45,1 to 3,F
885,0,0.0,1.0,25 to 45,1 to 3,F
886,0,0.0,0.0,25 to 45,0,F
887,1,0.0,0.0,25 to 45,0,F
888,1,0.0,1.0,Greater than 45,More than 3,F
889,1,1.0,0.0,25 to 45,More than 3,F
890,0,1.0,0.0,25 to 45,0,M
891,0,0.0,1.0,25 to 45,More than 3,F
892,1,0.0,1.0,Less than 25,0,F
893,0,1.0,0.0,25 to 45,More than 3,M
894,1,0.0,1.0,25 to 45,0,M
895,1,0.0,0.0,Less than 25,1 to 3,F
896,0,0.0,0.0,Less than 25,1 to 3,F
897,1,0.0,0.0,Less than 25,1 to 3,M
898,0,0.0,0.0,25 to 45,0,F
899,0,0.0,1.0,Greater than 45,0,M
900,0,0.0,1.0,25 to 45,1 to 3,F
901,1,1.0,1.0,Less than 25,More than 3,F
902,1,0.0,0.0,25 to 45,More than 3,F
903,0,1.0,1.0,Greater than 45,0,F
904,1,0.0,0.0,25 to 45,More than 3,F
905,1,1.0,0.0,25 to 45,1 to 3,F
906,0,0.0,1.0,Greater than 45,More than 3,M
907,0,0.0,0.0,Less than 25,0,F
908,0,1.0,0.0,Greater than 45,0,M
909,1,0.0,0.0,25 to 45,More than 3,F
910,0,0.0,0.0,Less than 25,1 to 3,F
911,0,0.0,0.0,Less than 25,0,F
912,1,0.0,1.0,25 to 45,More than 3,F
913,1,0.0,0.0,25 to 45,More than 3,F
914,1,0.0,0.0,Less than 25,1 to 3,F
915,1,0.0,0.0,25 to 45,0,M
916,1,0.0,1.0,25 to 45,0,M
917,0,0.0,0.0,Less than 25,0,F
918,0,1.0,0.0,25 to 45,1 to 3,M
919,0,1.0,1.0,Greater than 45,0,F
920,0,0.0,1.0,25 to 45,0,M
921,1,0.0,0.0,Greater than 45,1 to 3,F
922,1,0.0,0.0,Less than 25,1 to 3,F
923,0,0.0,0.0,25 to 45,More than 3,F
924,1,0.0,0.0,25 to 45,More than 3,M
925,1,0.0,0.0,Greater than 45,More than 3,F
926,1,0.0,0.0,25 to 45,More than 3,F
927,1,1.0,0.0,25 to 45,1 to 3,M
928,1,0.0,1.0,25 to 45,1 to 3,M
929,1,0.0,0.0,Greater than 45,More than 3,M
930,0,1.0,0.0,25 to 45,More than 3,F
931,0,1.0,1.0,25 to 45,0,F
932,1,0.0,0.0,25 to 45,More than 3,F
933,0,0.0,1.0,Greater than 45,0,F
934,0,0.0,0.0,25 to 45,0,M
935,1,0.0,0.0,Greater than 45,More than 3,F
936,0,1.0,0.0,Greater than 45,1 to 3,F
937,1,1.0,1.0,25 to 45,1 to 3,F
938,1,0.0,0.0,Less than 25,1 to 3,F
939,0,0.0,1.0,25 to 45,0,M
940,0,0.0,0.0,25 to 45,0,M
941,0,0.0,1.0,25 to 45,1 to 3,F
942,1,0.0,1.0,Greater than 45,1 to 3,F
943,0,0.0,1.0,25 to 45,1 to 3,M
944,0,0.0,0.0,Less than 25,1 to 3,M
945,1,0.0,0.0,25 to 45,More than 3,F
946,0,0.0,0.0,Less than 25,1 to 3,F
947,0,1.0,0.0,Greater than 45,1 to 3,F
948,0,0.0,1.0,Greater than 45,0,M
949,0,0.0,0.0,25 to 45,0,M
950,0,0.0,0.0,Less than 25,1 to 3,F
951,0,0.0,0.0,25 to 45,1 to 3,M
952,0,0.0,1.0,Greater than 45,0,F
953,1,0.0,1.0,Greater than 45,0,M
954,1,1.0,0.0,25 to 45,More than 3,F
955,1,0.0,1.0,25 to 45,1 to 3,M
956,0,0.0,1.0,Greater than 45,More than 3,F
957,1,0.0,1.0,25 to 45,1 to 3,M
958,1,0.0,0.0,Less than 25,0,F
959,0,0.0,1.0,25 to 45,1 to 3,M
960,1,0.0,1.0,Less than 25,1 to 3,F
961,1,0.0,1.0,25 to 45,1 to 3,M
962,0,0.0,1.0,Greater than 45,1 to 3,M
963,1,0.0,1.0,Greater than 45,1 to 3,F
964,0,1.0,1.0,Greater than 45,0,M
965,0,0.0,1.0,25 to 45,1 to 3,F
966,0,1.0,1.0,Greater than 45,0,M
967,1,1.0,0.0,25 to 45,More than 3,F
968,1,0.0,0.0,Less than 25,0,M
969,1,0.0,1.0,Greater than 45,More than 3,M
970,0,0.0,0.0,25 to 45,0,M
971,1,0.0,1.0,Greater than 45,More than 3,F
972,0,0.0,1.0,25 to 45,More than 3,F
973,0,0.0,0.0,Less than 25,More than 3,F
974,0,1.0,1.0,Greater than 45,1 to 3,M
975,1,0.0,0.0,25 to 45,More than 3,M
976,0,1.0,1.0,Greater than 45,1 to 3,M
977,1,0.0,0.0,Less than 25,1 to 3,F
978,0,1.0,1.0,25 to 45,1 to 3,M
979,1,0.0,0.0,Less than 25,1 to 3,F
980,0,1.0,0.0,25 to 45,More than 3,F
981,1,0.0,0.0,25 to 45,More than 3,F
982,0,1.0,0.0,25 to 45,More than 3,M
983,0,0.0,0.0,Less than 25,1 to 3,F
984,0,1.0,0.0,Greater than 45,0,F
985,1,0.0,0.0,25 to 45,0,F
986,1,0.0,1.0,25 to 45,1 to 3,F
987,1,0.0,0.0,Less than 25,1 to 3,F
988,0,0.0,0.0,25 to 45,0,F
989,1,0.0,0.0,25 to 45,More than 3,F
990,1,0.0,0.0,25 to 45,More than 3,F
991,1,0.0,1.0,Greater than 45,1 to 3,M
992,0,1.0,1.0,Less than 25,0,F
993,1,0.0,0.0,Less than 25,0,F
994,1,0.0,0.0,Greater than 45,More than 3,F
995,1,0.0,0.0,25 to 45,More than 3,F
996,1,1.0,0.0,Greater than 45,1 to 3,F
997,0,0.0,0.0,25 to 45,1 to 3,M
998,0,1.0,1.0,Greater than 45,1 to 3,F
999,0,1.0,1.0,Less than 25,1 to 3,F
1000,0,0.0,0.0,25 to 45,More than 3,F
1001,0,0.0,1.0,Greater than 45,0,F
1002,0,0.0,1.0,Greater than 45,1 to 3,M
1003,0,0.0,0.0,25 to 45,More than 3,F
1004,1,0.0,1.0,25 to 45,1 to 3,F
1005,1,1.0,1.0,25 to 45,More than 3,F
1006,1,0.0,0.0,25 to 45,More than 3,F
1007,0,1.0,1.0,Greater than 45,0,M
1008,0,0.0,1.0,Less than 25,1 to 3,M
1009,1,1.0,0.0,25 to 45,More than 3,F
1010,1,0.0,1.0,25 to 45,More than 3,M
1011,1,0.0,0.0,25 to 45,More than 3,F
1012,0,1.0,1.0,25 to 45,0,M
1013,1,0.0,0.0,25 to 45,More than 3,M
1014,0,0.0,1.0,Greater than 45,0,M
1015,0,0.0,0.0,25 to 45,More than 3,F
1016,1,0.0,0.0,25 to 45,More than 3,F
1017,0,0.0,0.0,Greater than 45,More than 3,F
1018,1,0.0,0.0,25 to 45,More than 3,M
1019,0,0.0,1.0,25 to 45,1 to 3,F
1020,0,0.0,0.0,Less than 25,1 to 3,F
1021,0,0.0,1.0,25 to 45,0,F
1022,1,0.0,0.0,25 to 45,0,F
1023,0,0.0,1.0,25 to 45,1 to 3,M
1024,0,0.0,1.0,25 to 45,0,F
1025,1,0.0,1.0,25 to 45,1 to 3,M
1026,0,0.0,1.0,25 to 45,1 to 3,F
1027,0,0.0,1.0,Greater than 45,1 to 3,M
1028,1,0.0,1.0,25 to 45,0,F
1029,0,0.0,0.0,25 to 45,0,F
1030,1,0.0,1.0,Less than 25,0,F
1031,1,0.0,0.0,25 to 45,More than 3,F
1032,1,1.0,0.0,25 to 45,0,M
1033,0,0.0,0.0,25 to 45,More than 3,F
1034,1,0.0,0.0,25 to 45,More than 3,F
1035,0,1.0,0.0,25 to 45,0,M
1036,1,0.0,1.0,25 to 45,1 to 3,F
1037,1,0.0,0.0,25 to 45,More than 3,F
1038,1,0.0,0.0,25 to 45,More than 3,F
1039,0,0.0,1.0,25 to 45,0,F
1040,1,0.0,0.0,25 to 45,More than 3,M
1041,0,0.0,1.0,Greater than 45,0,M
1042,1,0.0,0.0,25 to 45,0,F
1043,0,0.0,1.0,Less than 25,More than 3,F
1044,0,0.0,0.0,25 to 45,0,F
1045,0,1.0,1.0,25 to 45,More than 3,F
1046,1,0.0,0.0,25 to 45,More than 3,F
1047,1,0.0,0.0,Less than 25,1 to 3,F
1048,1,0.0,1.0,25 to 45,More than 3,F
1049,0,0.0,0.0,25 to 45,More than 3,M
1050,1,1.0,1.0,25 to 45,1 to 3,F
1051,0,0.0,1.0,Greater than 45,1 to 3,F
1052,1,0.0,0.0,Less than 25,0,F
1053,0,0.0,0.0,Less than 25,0,F
1054,1,0.0,0.0,25 to 45,More than 3,F
1055,0,0.0,0.0,25 to 45,More than 3,F
1056,1,0.0,0.0,25 to 45,More than 3,F
1057,0,0.0,0.0,25 to 45,0,F
1058,1,0.0,0.0,25 to 45,0,F
1059,1,0.0,1.0,Greater than 45,1 to 3,F
1060,1,1.0,1.0,Less than 25,1 to 3,F
1061,0,0.0,0.0,Less than 25,1 to 3,F
1062,0,0.0,1.0,Less than 25,1 to 3,M
1063,1,0.0,1.0,25 to 45,More than 3,F
1064,0,0.0,1.0,Greater than 45,1 to 3,F
1065,0,0.0,1.0,25 to 45,0,M
1066,0,0.0,1.0,25 to 45,1 to 3,F
1067,0,0.0,0.0,25 to 45,1 to 3,F
1068,0,0.0,1.0,Less than 25,0,F
1069,1,0.0,0.0,Less than 25,More than 3,F
1070,0,0.0,0.0,Greater than 45,More than 3,M
1071,1,0.0,1.0,Greater than 45,1 to 3,F
1072,0,0.0,0.0,25 to 45,0,F
1073,0,0.0,0.0,25 to 45,0,F
1074,1,0.0,0.0,Less than 25,1 to 3,F
1075,0,1.0,1.0,Less than 25,0,F
1076,1,1.0,0.0,25 to 45,1 to 3,F
1077,1,0.0,0.0,25 to 45,0,F
1078,1,0.0,0.0,25 to 45,1 to 3,F
1079,0,0.0,1.0,Greater than 45,1 to 3,F
1080,0,0.0,0.0,Greater than 45,More than 3,F
1081,0,0.0,1.0,Greater than 45,1 to 3,M
1082,0,1.0,0.0,Less than 25,1 to 3,M
1083,0,0.0,1.0,25 to 45,More than 3,M
1084,0,0.0,0.0,25 to 45,1 to 3,F
1085,0,0.0,1.0,25 to 45,1 to 3,F
1086,1,0.0,0.0,Greater than 45,More than 3,F
1087,1,0.0,0.0,25 to 45,0,F
1088,1,0.0,0.0,25 to 45,More than 3,M
1089,0,0.0,1.0,Less than 25,1 to 3,M
1090,0,0.0,0.0,Less than 25,More than 3,F
1091,0,0.0,1.0,25 to 45,0,F
1092,0,1.0,0.0,25 to 45,0,M
1093,0,0.0,1.0,25 to 45,1 to 3,M
1094,1,0.0,0.0,Less than 25,More than 3,F
1095,0,0.0,0.0,25 to 45,0,F
1096,0,0.0,1.0,Greater than 45,1 to 3,F
1097,1,0.0,0.0,Less than 25,1 to 3,M
1098,0,0.0,0.0,25 to 45,0,M
1099,1,0.0,1.0,25 to 45,0,M
1100,0,0.0,0.0,25 to 45,0,M
1101,1,0.0,1.0,25 to 45,0,M
1102,1,0.0,0.0,Less than 25,1 to 3,F
1103,0,1.0,1.0,25 to 45,0,M
1104,0,0.0,1.0,Greater than 45,1 to 3,F
1105,1,0.0,1.0,Less than 25,1 to 3,F
1106,1,0.0,0.0,Less than 25,1 to 3,F
1107,0,1.0,0.0,25 to 45,1 to 3,F
1108,0,1.0,0.0,25 to 45,1 to 3,M
1109,1,0.0,1.0,25 to 45,0,M
1110,1,0.0,0.0,25 to 45,0,M
1111,0,0.0,1.0,Less than 25,1 to 3,M
1112,1,0.0,0.0,Greater than 45,More than 3,F
1113,0,0.0,1.0,Greater than 45,1 to 3,F
1114,1,0.0,0.0,25 to 45,More than 3,F
1115,0,0.0,1.0,Greater than 45,1 to 3,F
1116,0,0.0,0.0,Less than 25,0,F
1117,0,1.0,0.0,25 to 45,0,F
1118,1,0.0,0.0,25 to 45,More than 3,F
1119,0,1.0,1.0,25 to 45,1 to 3,F
1120,0,1.0,1.0,Greater than 45,0,M
1121,1,0.0,0.0,25 to 45,0,F
1122,0,0.0,1.0,25 to 45,More than 3,F
1123,0,1.0,0.0,25 to 45,0,F
1124,0,1.0,1.0,Greater than 45,0,M
1125,0,0.0,1.0,25 to 45,More than 3,F
